         129099 function calls (125737 primitive calls) in 14.450 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      314    0.003    0.000    0.029    0.000 overrides.py:170(decorator)
       23    0.000    0.000    0.000    0.000 overrides.py:196(array_function_from_dispatcher)
       23    0.000    0.000    0.001    0.000 overrides.py:200(decorator)
        9    0.000    0.000    0.000    0.000 overrides.py:23(set_array_function_like_doc)
      284    0.003    0.000    0.016    0.000 overrides.py:88(verify_matching_signatures)
        1    0.000    0.000    0.000    0.000 packing.py:1(<module>)
        1    0.000    0.000    0.002    0.002 parse.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:128(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:136(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:144(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 parse.py:183(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:213(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:318(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:326(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:331(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:337(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:345(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:350(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:356(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 parse.py:788(Quoter)
        1    0.000    0.000    0.013    0.013 pathlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:1032(PurePosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1042(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1055(Path)
        1    0.000    0.000    0.000    0.000 pathlib.py:119(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:135(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:136(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:1561(PosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1568(WindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:284(_PosixFlavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:393(_Accessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:398(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:492(_Selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:517(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:523(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:539(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:56(_Flavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:570(_RecursiveWildcardSelector)
        2    0.000    0.000    0.000    0.000 pathlib.py:60(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:614(_PathParents)
        1    0.000    0.000    0.000    0.000 pathlib.py:642(PurePath)
        1    0.000    0.000    0.100    0.100 picamera2.py:1002(start)
        1    0.000    0.000    0.001    0.001 picamera2.py:109(Picamera2)
      141    0.007    0.000    5.006    0.036 picamera2.py:1176(_execute_or_dispatch)
       61    0.001    0.000    0.078    0.001 picamera2.py:1288(capture_buffer_)
      141    0.004    0.000    5.010    0.036 picamera2.py:1294(capture_buffer)
        1    0.000    0.000    0.165    0.165 picamera2.py:2(<module>)
        1    0.000    0.000    0.038    0.038 picamera2.py:206(__init__)
        4    0.000    0.000    0.000    0.000 picamera2.py:254(camera_manager)
        1    0.000    0.000    0.000    0.000 picamera2.py:258(_reset_flags)
        1    0.000    0.000    0.001    0.001 picamera2.py:288(preview_configuration)
        1    0.000    0.000    0.001    0.001 picamera2.py:296(still_configuration)
        1    0.000    0.000    0.000    0.000 picamera2.py:300(video_configuration)
        1    0.000    0.000    0.001    0.001 picamera2.py:304(video_configuration)
        8    0.000    0.000    0.001    0.000 picamera2.py:329(camera_controls)
        8    0.001    0.000    0.001    0.000 picamera2.py:331(<dictcomp>)
        1    0.000    0.000    0.000    0.000 picamera2.py:380(_grab_camera)
        1    0.001    0.001    0.001    0.001 picamera2.py:389(_initialize_camera)
        1    0.000    0.000    0.000    0.000 picamera2.py:41(Preview)
        1    0.000    0.000    0.000    0.000 picamera2.py:423(__identify_camera)
        1    0.000    0.000    0.001    0.001 picamera2.py:429(_open_camera)
        1    0.000    0.000    1.025    1.025 picamera2.py:485(start_preview)
        1    0.000    0.000    0.000    0.000 picamera2.py:50(CameraManager)
        1    0.000    0.000    0.000    0.000 picamera2.py:51(__init__)
        1    0.000    0.000    0.033    0.033 picamera2.py:56(setup)
       12    0.000    0.000    0.000    0.000 picamera2.py:574(_make_initial_stream_config)
        4    0.000    0.000    0.000    0.000 picamera2.py:600(_add_display_and_encode)
        2    0.000    0.000    0.001    0.000 picamera2.py:611(create_preview_configuration)
        1    0.000    0.000    0.033    0.033 picamera2.py:62(add)
        1    0.000    0.000    0.000    0.000 picamera2.py:640(create_still_configuration)
        1    0.000    0.000    0.000    0.000 picamera2.py:668(create_video_configuration)
        2    0.000    0.000    0.000    0.000 picamera2.py:705(check_stream_config)
        1    0.000    0.000    0.000    0.000 picamera2.py:733(check_camera_config)
        2    0.000    0.000    0.000    0.000 picamera2.py:757(_update_libcamera_stream_config)
        1    0.001    0.001    0.001    0.001 picamera2.py:764(_make_libcamera_config)
        5    0.000    0.000    0.000    0.000 picamera2.py:799(align_stream)
        1    0.000    0.000    0.000    0.000 picamera2.py:821(_make_requests)
        1    0.000    0.000    0.000    0.000 picamera2.py:830(<listcomp>)
        2    0.000    0.000    0.000    0.000 picamera2.py:843(_update_stream_config)
        1    0.000    0.000    0.000    0.000 picamera2.py:850(_update_camera_config)
        1    0.010    0.010    0.012    0.012 picamera2.py:866(configure_)
        1    0.001    0.001    0.001    0.001 picamera2.py:951(<listcomp>)
        1    0.000    0.000    0.012    0.012 picamera2.py:973(configure)
        3    0.000    0.000    0.000    0.000 picamera2.py:981(stream_configuration)
        1    0.100    0.100    0.100    0.100 picamera2.py:985(start_)
        1    0.000    0.000    0.007    0.007 pickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:1136(_Unpickler)
        1    0.000    0.000    0.002    0.002 pickle.py:197(<listcomp>)
        1    0.000    0.000    0.000    0.000 pickle.py:200(_Framer)
        1    0.000    0.000    0.000    0.000 pickle.py:263(_Unframer)
        1    0.000    0.000    0.000    0.000 pickle.py:407(_Pickler)
        1    0.000    0.000    0.000    0.000 pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:77(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:97(_Stop)
        1    0.000    0.000    0.001    0.001 pigpio.py:1(<module>)
        4    0.000    0.000    0.000    0.000 pigpio.py:1002(_u2i)
        4    0.000    0.000    0.001    0.000 pigpio.py:1014(_pigpio_command)
        2    0.000    0.000    0.000    0.000 pigpio.py:1043(_pigpio_command_ext)
        1    0.000    0.000    0.000    0.000 pigpio.py:1088(_event_ADT)
        1    0.000    0.000    0.000    0.000 pigpio.py:1104(_callback_ADT)
        1    0.000    0.000    0.000    0.000 pigpio.py:1120(_callback_thread)
        2    0.000    0.000    0.003    0.002 pigpio.py:1122(__init__)
        1    0.000    0.000    0.000    0.000 pigpio.py:1229(_callback)
        1    0.000    0.000    0.000    0.000 pigpio.py:1272(_event)
        1    0.000    0.000    0.000    0.000 pigpio.py:1318(_wait_for_edge)
        1    0.000    0.000    0.000    0.000 pigpio.py:1336(_wait_for_event)
        1    0.000    0.000    0.000    0.000 pigpio.py:1354(pi)
        2    0.000    0.000    0.000    0.000 pigpio.py:1981(hardware_PWM)
        2    0.000    0.000    0.015    0.007 pigpio.py:5177(__init__)
        1    0.000    0.000    0.000    0.000 pigpio.py:898(_socklock)
        4    0.000    0.000    0.000    0.000 pigpio.py:902(__init__)
        1    0.000    0.000    0.000    0.000 pigpio.py:906(error)
        1    0.000    0.000    0.000    0.000 pigpio.py:913(pulse)
        4    0.000    0.000    0.000    0.000 pigpio.py:982(u2i)
        1    0.000    0.000    0.000    0.000 platform.py:1000(_sys_version)
        1    0.000    0.000    0.000    0.000 platform.py:1104(python_implementation)
        1    0.000    0.000    0.031    0.031 platform.py:3(<module>)
        1    0.000    0.000    0.000    0.000 platform.py:740(_Processor)
        5    0.000    0.000    0.000    0.000 platform.py:772(_unknown_as_blank)
        1    0.000    0.000    0.000    0.000 platform.py:778(uname_result)
       30    0.000    0.000    0.000    0.000 platform.py:823(uname)
       15    0.000    0.000    0.000    0.000 platform.py:912(system)
       15    0.000    0.000    0.000    0.000 platform.py:949(machine)
        2    0.000    0.000    0.005    0.003 polynomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:1076(poly1d)
        1    0.000    0.000    0.000    0.000 polynomial.py:1472(Polynomial)
        1    0.000    0.000    0.000    0.000 polynomial.py:28(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:43(RankWarning)
        1    0.000    0.000    0.000    0.000 posixpath.py:150(dirname)
        1    0.000    0.000    0.000    0.000 posixpath.py:334(normpath)
        1    0.000    0.000    0.000    0.000 posixpath.py:372(abspath)
        3    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        1    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
        1    0.000    0.000    0.000    0.000 posixpath.py:60(isabs)
        1    0.000    0.000    0.000    0.000 posixpath.py:71(join)
       37    0.000    0.000    0.000    0.000 prctl.py:13(prctl_wrapper)
       36    0.000    0.000    0.000    0.000 prctl.py:18(capb_wrapper)
      108    0.000    0.000    0.000    0.000 prctl.py:27(cap_wrapper)
        6    0.000    0.000    0.000    0.000 prctl.py:34(sec_wrapper)
       37    0.000    0.000    0.000    0.000 prctl.py:48(<genexpr>)
        4    0.000    0.000    0.000    0.000 prctl.py:49(<genexpr>)
        1    0.001    0.001    0.007    0.007 prctl.py:5(<module>)
       37    0.000    0.000    0.000    0.000 prctl.py:50(<genexpr>)
       37    0.000    0.000    0.000    0.000 prctl.py:51(<genexpr>)
        4    0.000    0.000    0.000    0.000 prctl.py:52(<genexpr>)
        1    0.000    0.000    0.000    0.000 prctl.py:54(Capbset)
        1    0.000    0.000    0.000    0.000 prctl.py:56(__init__)
        1    0.000    0.000    0.000    0.000 prctl.py:71(Capset)
        3    0.001    0.000    0.001    0.000 prctl.py:73(__init__)
        1    0.000    0.000    0.000    0.000 prctl.py:89(Securebits)
        1    0.000    0.000    0.000    0.000 prctl.py:90(<listcomp>)
        1    0.000    0.000    0.000    0.000 prctl.py:91(__init__)
        1    0.000    0.000    0.001    0.001 process.py:10(<module>)
        1    0.000    0.000    0.000    0.000 process.py:343(AuthenticationString)
        1    0.000    0.000    0.000    0.000 process.py:358(_ParentProcess)
        1    0.000    0.000    0.000    0.000 process.py:391(_MainProcess)
        1    0.000    0.000    0.000    0.000 process.py:393(__init__)
        1    0.000    0.000    0.000    0.000 process.py:71(BaseProcess)
        1    0.000    0.000    0.025    0.025 py3k.py:1(<module>)
        1    0.000    0.000    0.000    0.000 py3k.py:84(contextlib_nullcontext)
        1    0.000    0.000    0.001    0.001 qt_previews.py:1(<module>)
        1    0.000    0.000    0.000    0.000 qt_previews.py:129(QtPreview)
        1    0.000    0.000    0.000    0.000 qt_previews.py:13(QtPreviewBase)
        1    0.000    0.000    0.000    0.000 qt_previews.py:138(QtGlPreview)
        1    0.000    0.000    0.000    0.000 qt_previews.py:7(Command)
        1    0.000    0.000    0.000    0.000 qt_previews.py:91(__init__)
        1    0.000    0.000    1.025    1.025 qt_previews.py:98(start)
        1    0.000    0.000    0.002    0.002 queue.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queue.py:122(put)
        1    0.000    0.000    0.854    0.854 queue.py:154(get)
        2    0.000    0.000    0.000    0.000 queue.py:206(_init)
        2    0.000    0.000    0.000    0.000 queue.py:209(_qsize)
        1    0.000    0.000    0.000    0.000 queue.py:213(_put)
        1    0.000    0.000    0.000    0.000 queue.py:217(_get)
        1    0.000    0.000    0.000    0.000 queue.py:223(PriorityQueue)
        1    0.000    0.000    0.000    0.000 queue.py:23(Full)
        1    0.000    0.000    0.000    0.000 queue.py:242(LifoQueue)
        1    0.000    0.000    0.000    0.000 queue.py:258(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 queue.py:28(Queue)
        2    0.000    0.000    0.000    0.000 queue.py:34(__init__)
        1    0.000    0.000    0.004    0.004 random.py:1(<module>)
        1    0.002    0.002    0.002    0.002 random.py:101(Random)
        2    0.000    0.000    0.000    0.000 random.py:117(__init__)
        1    0.000    0.000    0.000    0.000 random.py:126(seed)
        1    0.000    0.000    0.000    0.000 random.py:218(__init_subclass__)
        1    0.000    0.000    0.000    0.000 random.py:771(SystemRandom)
        1    0.000    0.000    0.000    0.000 random.py:784(getrandbits)
        1    0.000    0.000    0.000    0.000 random.py:798(seed)
      107    0.000    0.000    0.002    0.000 re.py:188(match)
        4    0.000    0.000    0.001    0.000 re.py:203(sub)
       14    0.000    0.000    0.001    0.000 re.py:223(split)
       33    0.000    0.000    0.061    0.002 re.py:250(compile)
        1    0.000    0.000    0.000    0.000 re.py:270(escape)
      158    0.001    0.000    0.063    0.000 re.py:289(_compile)
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
        1    0.000    0.000    0.000    0.000 records.py:223(record)
        1    0.000    0.000    0.000    0.000 records.py:308(recarray)
        1    0.000    0.000    0.000    0.000 records.py:87(format_parser)
        1    0.000    0.000    0.021    0.021 reduction.py:10(<module>)
        1    0.000    0.000    0.000    0.000 reduction.py:211(_C)
        1    0.000    0.000    0.000    0.000 reduction.py:251(AbstractReducer)
        1    0.000    0.000    0.000    0.000 reduction.py:33(ForkingPickler)
        5    0.000    0.000    0.000    0.000 reduction.py:43(register)
        1    0.000    0.000    0.017    0.017 request.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:103(CompletedRequest)
       61    0.010    0.000    0.012    0.000 request.py:121(release)
       61    0.003    0.000    0.064    0.001 request.py:141(make_buffer)
        1    0.000    0.000    0.000    0.000 request.py:172(Helpers)
        1    0.000    0.000    0.000    0.000 request.py:178(__init__)
        1    0.000    0.000    0.000    0.000 request.py:20(_MappedBuffer)
       61    0.003    0.000    0.003    0.000 request.py:21(__init__)
       61    0.020    0.000    0.020    0.000 request.py:25(__enter__)
       61    0.001    0.000    0.014    0.000 request.py:42(__exit__)
        1    0.000    0.000    0.000    0.000 request.py:47(MappedArray)
        1    0.000    0.000    0.004    0.004 scanner.py:1(<module>)
        1    0.000    0.000    0.004    0.004 scimath.py:1(<module>)
        1    0.000    0.000    0.013    0.013 secrets.py:1(<module>)
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:207(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 selectors.py:291(SelectSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:342(_PollLikeSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:434(PollSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:443(EpollSelector)
        2    0.000    0.000    0.000    0.000 selectors.py:584(_can_use)
        1    0.000    0.000    0.000    0.000 selectors.py:61(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 selectors.py:81(BaseSelector)
        1    0.000    0.000    0.000    0.000 sensor_format.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sensor_format.py:7(SensorFormat)
        1    0.000    0.000    0.008    0.008 servos_pid.py:1(<module>)
        2    0.000    0.000    0.000    0.000 servos_pid.py:104(set_dc_boundary)
        1    0.000    0.000    0.000    0.000 servos_pid.py:39(Tracker_Servos)
        2    0.000    0.000    0.015    0.007 servos_pid.py:40(__init__)
        1    0.000    0.000    0.000    0.000 servos_pid.py:5(PID)
        2    0.000    0.000    0.000    0.000 servos_pid.py:6(__init__)
        2    0.000    0.000    0.000    0.000 servos_pid.py:64(_set_dc_values)
        2    0.000    0.000    0.012    0.006 shape_base.py:1(<module>)
        1    0.000    0.000    0.008    0.008 shutil.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shutil.py:69(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:72(SameFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:75(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:79(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:82(ReadError)
        1    0.000    0.000    0.000    0.000 shutil.py:85(RegistryError)
        1    0.000    0.000    0.000    0.000 shutil.py:89(_GiveupOnFastCopy)
        1    0.000    0.000    0.006    0.006 signal.py:1(<module>)
       77    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
       78    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
       79    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
        1    0.000    0.000    0.000    0.000 socket.py:211(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 socket.py:214(socket)
        4    0.000    0.000    0.000    0.000 socket.py:220(__init__)
        1    0.000    0.000    0.019    0.019 socket.py:4(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:661(SocketIO)
      404    0.001    0.000    0.002    0.000 socket.py:78(<lambda>)
        4    0.000    0.000    0.013    0.003 socket.py:806(create_connection)
      405    0.001    0.000    0.002    0.000 socket.py:83(<lambda>)
      406    0.001    0.000    0.001    0.000 socket.py:88(<lambda>)
      407    0.001    0.000    0.002    0.000 socket.py:93(<lambda>)
        4    0.000    0.000    0.012    0.003 socket.py:936(getaddrinfo)
       16    0.000    0.000    0.000    0.000 socket.py:99(_intenum_converter)
      117    0.001    0.000    0.001    0.000 sre_compile.py:249(_compile_charset)
      117    0.007    0.000    0.009    0.000 sre_compile.py:276(_optimize_charset)
       22    0.000    0.000    0.001    0.000 sre_compile.py:411(_mk_bitmap)
       22    0.000    0.000    0.000    0.000 sre_compile.py:413(<listcomp>)
        7    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
      146    0.000    0.000    0.001    0.000 sre_compile.py:423(_simple)
        5    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
       72    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
    44/33    0.000    0.000    0.000    0.000 sre_compile.py:461(_get_literal_prefix)
       28    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
       36    0.001    0.000    0.004    0.000 sre_compile.py:536(_compile_info)
       72    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
       36    0.000    0.000    0.025    0.001 sre_compile.py:598(_code)
       90    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
   303/36    0.006    0.000    0.021    0.001 sre_compile.py:71(_compile)
       36    0.001    0.000    0.061    0.002 sre_compile.py:759(compile)
      320    0.001    0.000    0.001    0.000 sre_parse.py:111(__init__)
      665    0.001    0.000    0.002    0.000 sre_parse.py:160(__len__)
     1996    0.004    0.000    0.006    0.000 sre_parse.py:164(__getitem__)
      152    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
      523    0.001    0.000    0.002    0.000 sre_parse.py:172(append)
  370/103    0.002    0.000    0.003    0.000 sre_parse.py:174(getwidth)
       36    0.000    0.000    0.000    0.000 sre_parse.py:224(__init__)
     2310    0.004    0.000    0.004    0.000 sre_parse.py:233(__next)
      802    0.001    0.000    0.001    0.000 sre_parse.py:249(match)
     1885    0.003    0.000    0.006    0.000 sre_parse.py:254(get)
        4    0.000    0.000    0.000    0.000 sre_parse.py:258(getwhile)
       21    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
      441    0.001    0.000    0.001    0.000 sre_parse.py:286(tell)
        3    0.000    0.000    0.000    0.000 sre_parse.py:288(seek)
       56    0.000    0.000    0.000    0.000 sre_parse.py:295(_class_escape)
       90    0.000    0.000    0.001    0.000 sre_parse.py:355(_escape)
       83    0.000    0.000    0.001    0.000 sre_parse.py:432(_uniq)
   122/36    0.001    0.000    0.034    0.001 sre_parse.py:435(_parse_sub)
   157/40    0.010    0.000    0.033    0.001 sre_parse.py:493(_parse)
       36    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      206    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
       67    0.000    0.000    0.001    0.000 sre_parse.py:84(opengroup)
        3    0.000    0.000    0.000    0.000 sre_parse.py:861(_parse_flags)
       36    0.000    0.000    0.000    0.000 sre_parse.py:921(fix_flags)
       36    0.000    0.000    0.035    0.001 sre_parse.py:937(parse)
       67    0.000    0.000    0.002    0.000 sre_parse.py:96(closegroup)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:15(DummyArray)
        1    0.000    0.000    0.004    0.004 string.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string.py:159(Formatter)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        1    0.000    0.000    0.004    0.004 string.py:69(__init_subclass__)
        1    0.000    0.000    0.001    0.001 stringprep.py:2(<module>)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        1    0.000    0.000    0.014    0.014 subprocess.py:10(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:105(SubprocessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:108(CalledProcessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:145(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 subprocess.py:428(CompletedProcess)
        1    0.000    0.000    0.000    0.000 subprocess.py:650(_use_posix_spawn)
        1    0.000    0.000    0.000    0.000 subprocess.py:700(Popen)
        1    0.000    0.000    0.010    0.010 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:263(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 tempfile.py:546(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:589(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:762(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:905(TemporaryDirectory)
        4    0.000    0.000    0.001    0.000 textwrap.py:414(dedent)
        1    0.000    0.000    0.000    0.000 thread.py:106(BrokenThreadPool)
        1    0.000    0.000    0.000    0.000 thread.py:112(ThreadPoolExecutor)
        1    0.000    0.000    0.000    0.000 thread.py:4(<module>)
        1    0.000    0.000    0.000    0.000 thread.py:40(_WorkItem)
        1    0.000    0.000    0.001    0.001 threading.py:1(<module>)
        4    0.000    0.000    0.000    0.000 threading.py:1107(daemon)
        3    0.000    0.000    0.000    0.000 threading.py:1122(daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1133(setDaemon)
        5    0.000    0.000    0.000    0.000 threading.py:1189(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 threading.py:1242(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1272(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1274(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1293(_DummyThread)
        3    0.000    0.000    0.000    0.000 threading.py:1318(current_thread)
        1    0.000    0.000    0.000    0.000 threading.py:1363(_register_atexit)
        1    0.000    0.000    0.000    0.000 threading.py:216(Condition)
      153    0.003    0.000    0.005    0.000 threading.py:228(__init__)
      412    0.002    0.000    0.003    0.000 threading.py:256(__enter__)
      412    0.002    0.000    0.002    0.000 threading.py:259(__exit__)
        6    0.000    0.000    0.000    0.000 threading.py:265(_release_save)
        6    0.000    0.000    0.000    0.000 threading.py:268(_acquire_restore)
        9    0.000    0.000    0.000    0.000 threading.py:271(_is_owned)
       86    0.002    0.000    5.916    0.069 threading.py:280(wait)
       64    0.003    0.000    0.003    0.000 threading.py:351(notify)
       62    0.001    0.000    0.003    0.000 threading.py:374(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:386(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:469(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:510(Event)
        6    0.000    0.000    0.000    0.000 threading.py:521(__init__)
        7    0.000    0.000    0.000    0.000 threading.py:529(is_set)
        1    0.000    0.000    0.000    0.000 threading.py:535(set)
        5    0.000    0.000    0.171    0.034 threading.py:556(wait)
        1    0.000    0.000    0.000    0.000 threading.py:589(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:743(BrokenBarrierError)
        4    0.000    0.000    0.000    0.000 threading.py:750(_newname)
        1    0.000    0.000    0.000    0.000 threading.py:766(Thread)
        5    0.000    0.000    0.001    0.000 threading.py:777(__init__)
      143    0.002    0.000    0.002    0.000 threading.py:82(RLock)
        4    0.000    0.000    0.002    0.000 threading.py:855(start)
        1    0.000    0.000    0.000    0.000 threading.py:918(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:922(_set_native_id)
        1    0.000    0.000    0.000    0.000 threading.py:925(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 threading.py:95(_RLock)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:318(StackSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:440(TracebackException)
        1    0.000    0.000    0.003    0.003 twodim_base.py:1(<module>)
        1    0.000    0.000    0.002    0.002 type_check.py:1(<module>)
       46    0.000    0.000    0.000    0.000 types.py:171(__get__)
       11    0.000    0.000    0.000    0.000 typing.py:121(_type_convert)
       11    0.000    0.000    0.000    0.000 typing.py:130(_type_check)
        6    0.000    0.000    0.000    0.000 typing.py:182(_collect_type_vars)
        3    0.000    0.000    0.000    0.000 typing.py:193(<listcomp>)
        3    0.000    0.000    0.000    0.000 typing.py:197(_check_generic)
        1    0.000    0.000    0.000    0.000 typing.py:209(_deduplicate)
        1    0.000    0.000    0.000    0.000 typing.py:223(_remove_dups_flatten)
      8/7    0.000    0.000    0.001    0.000 typing.py:262(inner)
        1    0.000    0.000    0.000    0.000 typing.py:328(__repr__)
      2/1    0.000    0.000    0.000    0.000 typing.py:343(__getitem__)
        1    0.000    0.000    0.000    0.000 typing.py:424(Union)
        3    0.000    0.000    0.000    0.000 typing.py:456(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:462(Optional)
       37    0.000    0.000    0.000    0.000 typing.py:648(_is_dunder)
        6    0.000    0.000    0.000    0.000 typing.py:660(__init__)
       37    0.000    0.000    0.000    0.000 typing.py:696(__setattr__)
        6    0.000    0.000    0.001    0.000 typing.py:722(__init__)
       16    0.000    0.000    0.000    0.000 typing.py:726(<genexpr>)
       12    0.000    0.000    0.000    0.000 typing.py:733(__eq__)
        3    0.000    0.000    0.000    0.000 typing.py:739(__hash__)
        3    0.000    0.000    0.000    0.000 typing.py:815(__getitem__)
        7    0.000    0.000    0.000    0.000 typing.py:820(<genexpr>)
        5    0.000    0.000    0.001    0.000 typing.py:824(copy_with)
        2    0.000    0.000    0.001    0.000 typing.py:892(__getitem__)
        6    0.000    0.000    0.000    0.000 typing.py:903(<genexpr>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:16(_deprecate_out_named_y)
        3    0.000    0.000    0.000    0.000 ufunclike.py:41(_fix_out_named_y)
        3    0.000    0.000    0.000    0.000 ufunclike.py:58(_fix_and_maybe_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
        2    0.000    0.000    0.002    0.001 utils.py:1(<module>)
